0.15,0.0,0.42581307310905175,0.0,133821.9,2.0
0.13999999999999999,0.0,0.47024394297580957,0.0,142874.0,2.0
0.12999999999999998,0.0,0.5802004955352691,0.0,153750.1,2.0
0.11999999999999998,0.0,0.6958494322620739,0.0,166920.5,2.0
0.10999999999999999,0.0,0.8715131448115878,0.0,182551.7,2.0
0.09999999999999999,0.0,1.1117412117871956,0.0,200047.0,2.0
0.09,0.0,1.5870629194880699,0.0,221791.9,2.0
0.08,0.0,2.3755654981882928,0.0,249356.0,2.0
0.07,0.0,5.16240014608496,0.0,286646.2,2.0
0.060000000000000005,0.0,38.3234338561573,0.0,331098.5,2.0
0.05,0.0,355.98966746636586,0.0,369637.5,2.0
