0.15,0.004455266062057179,0.05671735578892284,5.490278498100707E-5,133319.3,1.0
0.13999999999999999,0.007688856825473295,0.0757223127224006,4.723599827679565E-5,142731.2,1.0
0.12999999999999998,0.013802243493852371,0.07870808884304017,2.893206435493403E-4,153250.3,1.0
0.11999999999999998,0.026724668818577064,0.10168290763340693,4.737178444599938E-4,166242.1,1.0
0.10999999999999999,0.053906576969029285,0.13597932888685502,0.0017118147619296445,182041.7,1.0
0.09999999999999999,0.09096478234347627,0.1539000660643732,0.004201494871317251,198942.9,1.0
0.09,0.16236652572663512,0.1938866250248094,0.010820962327367543,219357.2,1.0
0.08,0.27541809917987337,0.23143252679425413,0.026440655168557085,242316.2,1.0
0.07,0.45817949714875966,0.28019554631374854,0.060880757377134956,268094.0,1.0
0.060000000000000005,0.71900981718271,0.3304431027855249,0.1267376705086109,291338.9,1.0
0.05,0.9988072724177087,0.36304647538675566,0.2260647512908715,309571.3,1.0
